n,t,farmid,year,y1,y2,y3,y4,p1,p2,p3,p4,x1,x2,x3,x4,x5,x6,w1,w2,w3,w4,w5,w6
5524,4,5524,2001,163.67999,993.13489,390.91513,60.578949,3.9641187,1.1077011,.99509019,.98751062,390,3.983,472.00098,695.63458,766.81329,2644.8918,.15375714,134.59921,1.0882107,.90954918,.045477461,.10827968
5524,5,5524,2002,168.058,1028.4244,352.41711,4.0828156,4.1221728,1.0882707,1.0123698,1.0326812,390,4.2399998,436.67542,615.0116,628.90771,2621.73,.16463034,118.87379,1.0604759,.9268474,.044899184,.10583379
5524,6,5524,2003,106.169,951.05756,347.17328,290.76324,3.7949903,1.0528306,.99961525,1.022571,415,3.74,369.15405,798.1698,585.37665,2782.323,.12208245,125.78144,1.0632651,.94013923,.027129434,.087648936
5525,1,5525,1998,130.658,293.38135,383.35797,76.899155,4.24897,1.249974,1.002804,1.120504,395,6.6539998,289.20773,588.06415,429.47269,2076.6047,.222453,134.09796,1.1840621,.95454699,.041195001,.068265997
5525,2,5525,1999,134.272,259.68631,342.8829,61.375759,4.1683979,1.1114194,1.0021182,1.1390322,401,6.4429998,254.62042,506.94861,431.78055,2113.6506,.20019354,142.89217,1.1608925,.93998921,.041419353,.075935483
5525,3,5525,2000,135.60201,287.70285,412.29294,74.115143,3.9359775,1.0587422,.99403507,1.0754768,407,5.6669998,187.61061,524.75183,402.79242,2041.9285,.22312798,130.50197,1.1145242,.93044358,.039047394,.07586351
5525,4,5525,2001,139.23399,254.17987,408.0816,108.35965,3.9641187,1.1077011,.99509019,.98751062,402,5.4400001,235.603,511.56314,384.06256,1981.5121,.15375714,134.59921,1.0882107,.90954918,.045477461,.08337535
5529,2,5529,1999,77.224998,73.889336,230.24341,5.9840684,4.1856561,1.1436344,1.0021182,.93883872,135,4.0809999,92.886032,168.01872,134.80885,547.08954,.15992473,114.47849,1.1608925,.92273116,.042569894,.085139789
5529,3,5529,2000,75.439003,106.55696,233.89114,6.0462551,3.9437869,1.0576266,.99403507,1.013001,135,3.7019999,91.574577,181.73137,158.49684,495.64633,.17292418,117.03174,1.1145242,.91370904,.039047394,.084788628
5529,4,5529,2001,76.778,68.490906,217.15234,4.2356691,3.7876227,1.0719688,.99509019,1.0199945,173,3.9960001,89.818901,166.93221,142.67981,463.76907,.19382061,113.70773,1.0882107,.89439005,.044394664,.096368909
5529,5,5529,2002,77.737999,95.152847,248.28087,7.3463855,4.0131316,1.0700972,1.0123698,1.0647521,173,3.95,76.862907,176.25693,139.61038,406.22144,.15607812,127.42709,1.0604759,.92364037,.044899184,.085522249
5529,6,5529,2003,80.431999,103.62639,227.28497,3.0374494,3.8231633,1.0361357,.99961525,1.0309185,178,3.786,94.534836,199.06369,135.36859,387.56058,.18677571,119.5302,1.0632651,.93387854,.026085993,.073040783
5529,7,5529,2004,81.011002,89.074623,233.54582,3.5021787,3.8862815,1.0440291,1.0201359,.95365047,178,3.2780001,102.52843,231.61076,146.74329,361.87286,.15374757,120.20255,1.0596117,.9848156,.011427185,.063368931
5529,8,5529,2005,53.069,114.66348,219.35664,2.7502751,3.9062903,1.0665604,1.0092953,.92953342,178,3.0999999,69.335632,206.36902,136.53116,407.6572,.14418507,129.55487,1.0358827,.98373067,.01124848,.062377933
5529,9,5529,2006,70.040001,61.599422,209.26248,6.9018407,3.7939999,1.036,1.002,.97799999,178,3.23,78.885109,240.955,153.88321,447.92133,.16,137.07201,1.001,1,.013,.068999998
5530,2,5530,1999,76.233002,138.66734,247.91389,6.9376392,4.1683979,1.1206237,1.0021182,1.0331829,214,4.0479999,118.69872,165.17226,184.80493,900.50061,.15417205,116.97746,1.1608925,.92848384,.042569894,.082838707
5530,3,5530,2000,77.926003,173.94725,274.00674,84.541443,3.9359775,1.0576266,.99403507,1.0364294,214,3.6719999,97.356361,169.45808,196.13081,874.90546,.16846161,120.55827,1.1145242,.91817158,.039047394,.078094788
5530,4,5530,2001,78.170998,138.21227,261.15887,21.871904,3.9641187,1.0762999,.99509019,1.0059181,214,3.5739999,141.60796,228.31409,181.3511,913.01404,.14942594,125.77333,1.0882107,.89980406,.044394664,.07579577
5530,5,5530,2002,81.885002,144.29208,292.34634,39.845058,4.1221728,1.0797185,1.0123698,1.0487167,214,3.316,111.99294,167.96185,149.94455,848.75842,.16356131,126.85196,1.0604759,.92470938,.044899184,.075901002
5534,3,5534,2000,79.404999,172.70781,290.02695,41.160385,3.9359775,1.0576266,.99403507,1.0364294,224,3.6730001,103.6016,219.53583,200.94937,1395.6262,.16846161,122.06996,1.1145242,.91817158,.039047394,.12941422
5534,4,5534,2001,78.799004,89.82193,271.96844,37.138859,3.9641187,1.0762999,.99509019,1.0059181,249,3.5190001,130.48457,248.83876,217.80684,1245.9988,.14942594,123.09557,1.0882107,.89980406,.044394664,.14617756
5534,5,5534,2002,78.264999,140.07426,291.40338,52.462791,4.1221728,1.0797185,1.0123698,1.0487167,249,3.6359999,99.758064,192.42773,216.8,1050.8326,.16356131,124.22856,1.0604759,.92470938,.044899184,.14752589
5535,4,5535,2001,83.364998,90.159958,262.1839,19.417652,3.9641187,1.0762999,.99509019,1.0059181,313,3.6359999,121.8796,264.52106,159.55734,676.40143,.14942594,125.77333,1.0882107,.89980406,.044394664,.15159154
5535,5,5535,2002,90.958,155.81288,279.5195,32.436291,4.1221728,1.0797185,1.0123698,1.0487167,313,2.994,151.11896,313.85086,184.0594,590.58069,.16356131,126.85196,1.0604759,.92470938,.044899184,.14645685
5535,6,5535,2003,89.738998,126.03223,268.05743,14.410334,3.7949903,1.0361357,.99961525,1.029875,313,3.0999999,164.94014,328.84521,185.49849,595.15399,.14190781,122.4247,1.0632651,.93700886,.026085993,.14399467
5535,7,5535,2004,87.986,114.27426,258.26578,47.523914,3.7844758,1.0492233,1.0201359,.97754371,313,3.1789999,110.1804,219.3372,175.41289,547.66437,.14335923,139.72226,1.0596117,.98273784,.01246602,.12673786
5535,8,5535,2005,95.071999,138.45174,241.54103,29.563637,3.8357315,1.0594023,1.0092953,.95612079,313,3.3380001,118.97137,249.50052,212.10037,581.39856,.13702694,145.88972,1.0358827,.9827081,.01124848,.15032059
5535,9,5535,2006,94.918999,136.53641,246.94412,24.757917,3.7279999,1.044,1.002,.97899997,313,3.1630001,111.59241,259.638,224.77777,470.89148,.13500001,144.78101,1.001,1,.013,.13
5539,4,5539,2001,81.526001,137.63733,227.62132,9.0427628,3.9641187,1.1077011,.99509019,.98751062,146,3.1459999,189.11742,236.31549,185.72826,1130.3954,.15375714,134.59921,1.0882107,.90954918,.045477461,.092037722
5539,5,5539,2002,81.809998,157.08153,244.15205,6.5859213,4.1221728,1.0882707,1.0123698,1.0326812,146,3.523,109.73185,214.92389,202.25932,1038.7371,.16463034,118.87379,1.0604759,.9268474,.044899184,.093005449
5539,6,5539,2003,88.686996,123.80773,239.63048,55.767345,3.7949903,1.0528306,.99961525,1.022571,164,3.2409999,198.21295,275.03107,192.89099,1058.0173,.12208245,125.78144,1.0632651,.94013923,.027129434,.084518619
5539,7,5539,2004,90.344002,151.86382,262.82181,78.063492,3.7844758,1.0679224,1.0201359,.98169905,257,3.2090001,173.76961,269.67514,202.21498,909.94238,.13504854,150.33916,1.0596117,.98169905,.01246602,.072718449
5539,8,5539,2005,90.681999,159.94588,253.52281,58.239872,3.8357315,1.0767863,1.0092953,.95918858,257,3.049,200.51727,238.50311,196,843.04736,.13191399,153.31064,1.0358827,.98373067,.01124848,.06953606
5539,9,5539,2006,90.768997,154.96568,245.63174,58.008228,3.7279999,1.049,1.002,.972,257,2.9719999,159.22078,299.616,210.59103,814.67401,.13500001,150.34,1.001,1,.013,.081
5543,5,5543,2002,90.314003,99.442574,295.57233,53.892967,4.1221728,1.0797185,1.0123698,1.0487167,206,7.5,112.28831,275.28555,146.63367,1659.4398,.16356131,124.22856,1.0604759,.92470938,.044899184,.088729337
5543,6,5543,2003,92.541,89.167175,250.04071,88.167175,3.7949903,1.0361357,.99961525,1.029875,271,5.296,98.045135,304.47662,157.20041,1590.1097,.14190781,122.21601,1.0632651,.93700886,.026085993,.074084222
5543,7,5543,2004,93.849998,81.737625,298.65683,94.84272,3.7844758,1.0492233,1.0201359,.97754371,271,5.46,98.44706,337.8277,150,1584.5894,.14335923,134.92493,1.0596117,.98273784,.01246602,.064407766
5543,8,5543,2005,96.724998,89.577217,266.29889,74.002144,3.8357315,1.0594023,1.0092953,.95612079,271,4.48,91.511345,281.75439,133.97684,1482.8361,.13702694,141.23999,1.0358827,.9827081,.01124848,.066468284
5543,9,5543,2006,99.138,72.200188,244.15669,129.61696,3.7279999,1.044,1.002,.97899997,271,4.7779999,99.363632,292.328,135.24904,1728.3027,.13500001,143.16,1.001,1,.013,.071000002
5545,5,5545,2002,50.509998,66.586449,263.23019,11.089026,4.1221728,1.0882707,1.0123698,1.0326812,177,4.4419999,90.821579,265.2399,94.204323,602.237,.16463034,118.87379,1.0604759,.9268474,.044899184,.078039058
5545,6,5545,2003,49.233002,68.745293,338.59497,6.6244898,3.7949903,1.0528306,.99961525,1.022571,265,5.7659998,72.224724,201.65703,107.03667,495.56058,.12208245,125.78144,1.0632651,.94013923,.027129434,.064693265
5545,7,5545,2004,55.321999,72.838516,226.27495,25.796825,3.7844758,1.0679224,1.0201359,.98169905,295,4.3769999,79.44706,184.76826,112.08074,623.83051,.13504854,150.33916,1.0596117,.98169905,.01246602,.055058252
5545,8,5545,2005,55.334999,113.21843,230.01622,1.6503198,3.8357315,1.0767863,1.0092953,.95918858,295,5.0879998,95.535042,298.26093,132.45395,686.56879,.13191399,153.31064,1.0358827,.98373067,.01124848,.057264991
5545,9,5545,2006,56.726002,132.54337,410.62479,15.777779,3.7279999,1.049,1.002,.972,295,6.256,95.118874,261.44199,184.84843,825.67401,.13500001,150.34,1.001,1,.013,.061999999
5547,6,5547,2003,104.163,256.79758,294.09708,117.43465,3.7949903,1.0361357,.99961525,1.029875,298,4.9099998,342.4043,442.19821,311.7825,2033.9391,.14190781,122.4247,1.0632651,.93700886,.026085993,.0761711
5547,7,5547,2004,113.67,258.82376,291.9715,52.894791,3.7844758,1.0492233,1.0201359,.97754371,298,4.3249998,158.99803,458.63849,310.79208,1962.9854,.14335923,139.72226,1.0596117,.98273784,.01246602,.068563111
5547,8,5547,2005,116.839,206.39478,286.54105,52.021389,3.8357315,1.0594023,1.0092953,.95612079,298,4,199.44225,367.36938,266.22488,1721.4783,.13702694,145.88972,1.0358827,.9827081,.01124848,.072603829
5551,7,5551,2004,59.712002,101.37214,257.19144,58.223312,3.8862815,1.0440291,1.0201359,.95365047,166,5.0929999,103.04608,195.39557,161.89055,456.98526,.15374757,120.20255,1.0596117,.9848156,.011427185,.12362137
5551,8,5551,2005,62.603001,117.55513,258.28876,56.023102,3.9062903,1.0665604,1.0092953,.92953342,183,4.4749999,95.714706,259.34406,160.05562,460.6517,.14418507,129.55487,1.0358827,.98373067,.01124848,.14111729
5551,9,5551,2006,64.554001,104.37934,234.9012,65.769936,3.7939999,1.036,1.002,.97799999,183,4.428,118.25974,217.741,159.48746,398.1983,.16,137.07201,1.001,1,.013,.15000001
5552,7,5552,2004,141.106,293.52936,333.03665,28.088236,3.8862815,1.0440291,1.0201359,.95365047,395,6.283,219.69119,338.09705,342.73633,2226.8933,.15374757,120.20255,1.0596117,.9848156,.011427185,.069601946
5552,8,5552,2005,148.33701,309.57526,315.61499,24.518152,3.9062903,1.0665604,1.0092953,.92953342,415,5.0570002,152.75618,353.88254,309.55801,2123.9243,.14418507,129.55487,1.0358827,.98373067,.01124848,.063400522
5552,9,5552,2006,142.536,265.7529,346.33734,61.406952,3.7939999,1.036,1.002,.97799999,558,5.7210002,175.51949,413.043,298.08203,2428.3914,.16,137.07201,1.001,1,.013,.068999998
5553,7,5553,2004,49.654999,118.97214,223.93585,42.180828,3.8862815,1.0440291,1.0201359,.95365047,210,2.4920001,51.900982,216.71518,154.82588,762.07037,.15374757,120.20255,1.0596117,.9848156,.011427185,.067524269
5553,8,5553,2005,50.491001,127.99617,200.7619,1.2651265,3.9062903,1.0665604,1.0092953,.92953342,190,2.2590001,71.399803,193.84822,142.76126,700.93536,.14418507,129.55487,1.0358827,.98373067,.01124848,.071581237
5553,9,5553,2006,46.290001,112.44691,188.15669,18.90082,3.7939999,1.036,1.002,.97799999,193,2.4289999,65.887115,238.627,147.53862,660.43103,.16,137.07201,1.001,1,.013,.071000002
5556,7,5556,2004,76.607002,127.05447,403.46741,4.4973545,3.7844758,1.0679224,1.0201359,.98169905,185,4.5409999,104.32255,266.63702,250.09729,1847.9646,.13504854,150.33916,1.0596117,.98169905,.01246602,.057135925
5556,8,5556,2005,76.197998,157.49004,455.62311,21.157784,3.8357315,1.0767863,1.0092953,.95918858,185,4.6079998,104.23001,282.88147,213.29536,1783.7943,.13191399,153.31064,1.0358827,.98373067,.01124848,.049084276
5556,9,5556,2006,78.297997,211.42992,323.92017,72.992798,3.7279999,1.049,1.002,.972,200,3.6329999,148.32967,252.799,270.68637,2068.6226,.13500001,150.34,1.001,1,.013,.063000001
6028,1,6028,1998,82.764999,189.18849,264.75821,53.0569,4.4231658,1.186416,1.002804,1.220549,216,3.7279999,108.55367,257.14877,234.16269,1264.8052,.27306399,122.63752,1.1840621,.96513999,.038841002,.13653199
6028,2,6028,1999,90.378998,94.164459,259.66821,62.362885,4.1672473,1.0423871,1.0021182,1.2460322,216,4.5089998,98.265617,294.45874,231.43486,1079.5798,.26577419,126.98599,1.1608925,.94804305,.039118282,.14956988
6028,3,6028,2000,93.341003,114.98316,272.03705,74.220589,4.1546426,.99403507,.99403507,1.1379526,249,4.5349998,111.24725,223.64124,223.63637,1013.4094,.24097821,128.91553,1.1145242,.9360218,.036816113,.15507394
6218,1,6218,1998,68.197998,128.81128,325.80634,42.816525,4.3348913,1.272337,1.002804,1.096964,149,6.4860001,100.76142,243.0959,197.11378,1176.1357,.170665,123.50497,1.1840621,.92041403,.042371999,.089451998
6218,2,6218,1999,69.193001,126.27828,223.08611,100.81302,4.1983118,1.1286775,1.0021182,1.1137204,149,6.098,95.911804,250.51515,218.78696,1431.634,.1553226,128.63701,1.1608925,.9112258,.042569894,.098946244
6218,3,6218,2000,67.793999,117.01043,312.50842,133.60754,3.9783716,1.0698986,.99403507,1.0944427,149,5.3330002,107.24024,242.49071,210.8634,1350.8287,.19077441,132.15201,1.1145242,.9003213,.039047394,.097060665
6218,4,6218,2001,69.100998,123.57029,273.7149,119.32796,4.0280037,1.0860451,.99509019,1.0762999,149,5.3990002,110.3005,335.14478,180.93718,1328.2662,.12668721,127.26434,1.0882107,.89005893,.044394664,.10394848
6218,5,6218,2002,72.725998,182.24852,223.22913,155.32739,4.0868945,1.0839946,1.0123698,1.0775805,274,5.1440001,116.01814,360.64502,165.54042,1315.2717,.076970026,131.69252,1.0604759,.92150229,.044899184,.10476476
6218,6,6218,2003,75.945999,155.06187,417.25677,79.783546,3.9055951,1.0288316,.99961525,1.065352,274,4.8600001,127.4465,275.53622,212.18559,1339.2623,.10851774,127.33304,1.0632651,.93596548,.026085993,.090779252
6218,7,6218,2004,80.884003,149.38376,443.23422,64.478699,3.8249903,1.0502622,1.0201359,1.0242913,274,5.8720002,125.5549,315.89099,209.88724,1477.4493,.13193205,145.18654,1.0596117,.98169905,.01246602,.077912629
6218,8,6218,2005,79.041,178.09599,436.70316,151.90021,3.939013,1.0757637,1.0092953,.98373067,259,4.8060002,112.19743,296.38684,194.32224,1529.3563,.11350739,133.8201,1.0358827,.98066288,.01124848,.083852306
6220,1,6220,1998,96.389999,81.978172,267.18195,151.82545,4.4231658,1.186416,1.002804,1.220549,245,5.4949999,118.37475,292.83292,219.04961,1129.3523,.27306399,122.63752,1.1840621,.96513999,.038841002,.130647
6220,2,6220,1999,96.314003,54.39183,256.57175,111.95477,4.1672473,1.0423871,1.0021182,1.2460322,245,5.961,119.36374,318.91141,218.06953,1047.5107,.26577419,126.98599,1.1608925,.94804305,.039118282,.14266667
6220,3,6220,2000,93.767998,93.952866,258,49.964706,4.1546426,.99403507,.99403507,1.1379526,245,4.5050001,94.204201,494.22647,214.18631,1105.7186,.24097821,128.91553,1.1145242,.9360218,.036816113,.13945498
6220,4,6220,2001,99.389,91.500526,287.76822,77.832855,4.0788951,1.0167462,.99509019,1.1271914,245,4.4120002,119.74925,386.12338,207.85942,1137.9172,.24254647,128.04179,1.0882107,.92146003,.041146275,.13426679
6220,5,6220,2002,103.268,65.630524,266.57443,365.31213,4.1029301,1.0155767,1.0123698,1.1267557,220,3.3039999,78.609886,288.55173,192.73053,1998.9897,.16569936,126.71511,1.0604759,.93005455,.042761125,.10048865
6237,1,6237,1998,43.310001,68.566147,244.61737,56.904507,4.3348913,1.272337,1.002804,1.096964,101,2.6370001,65.805161,169.56009,116.45884,561.65643,.170665,123.50497,1.1840621,.92041403,.042371999,.100045
6237,2,6237,1999,44.528999,42.763508,198.35246,55.424587,4.1983118,1.1286775,1.0021182,1.1137204,101,2.7490001,70.491577,198.53029,142.70337,516.81757,.1553226,128.63701,1.1608925,.9112258,.042569894,.11045162
6237,3,6237,2000,44.113998,81.423355,237.83727,52.485218,3.9783716,1.0698986,.99403507,1.0944427,101,2.951,77.668671,205.43372,126.19291,462.55545,.19077441,132.15201,1.1145242,.9003213,.039047394,.11156399
6237,4,6237,2001,45.403999,59.288136,216.65613,43.661972,4.0280037,1.0860451,.99509019,1.0762999,101,2.829,65.930351,184.56325,110.64506,411.7326,.12668721,127.26434,1.0882107,.89005893,.044394664,.11369365
6237,5,6237,2002,48.695999,80.344177,217.39598,36.474205,4.0868945,1.0839946,1.0123698,1.0775805,101,2.76,76.895164,199.33527,114.10847,394.25302,.076970026,131.69252,1.0604759,.92150229,.044899184,.11224796
6237,6,6237,2003,50.608002,65.236305,190.38936,35.208618,3.9055951,1.0288316,.99961525,1.065352,101,2.9319999,94.803726,219.51395,109.8783,429.48413,.10851774,127.33304,1.0632651,.93596548,.026085993,.10956117
6237,7,6237,2004,45.667,66.6726,182.35336,37.335701,3.8249903,1.0502622,1.0201359,1.0242913,101,2.829,69.049019,180.06561,103.72898,360.84525,.13193205,145.18654,1.0596117,.98169905,.01246602,.092456311
6237,8,6237,2005,53.432999,84.553223,178.41135,74.166321,3.939013,1.0757637,1.0092953,.98373067,213,2.937,86.565651,185.47549,103.61406,319.72772,.11350739,133.8201,1.0358827,.98066288,.01124848,.067490876
6237,9,6237,2006,48.375999,77.070892,184.31737,44.233635,3.8340001,1.058,1.002,.99299997,195,2.97,71.788208,206.51199,108.69566,324.711,.163,153.91499,1.001,1,.013,.071999997
6258,1,6258,1998,88.588997,222.69444,252.95071,87.558342,4.4231658,1.186416,1.002804,1.220549,200,5.5159998,128.07355,267.00122,325.32541,1783.2616,.27306399,122.63752,1.1840621,.96513999,.038841002,.096514001
6258,2,6258,1999,103.906,218.52869,242.80367,56.551247,4.1672473,1.0423871,1.0021182,1.2460322,200,6.2210002,149.88107,263.23178,363.07724,1695.6238,.26577419,126.98599,1.1608925,.94804305,.039118282,.098946244
6258,3,6258,2000,101.226,298.22784,294.12683,41.863728,4.1546426,.99403507,.99403507,1.1379526,200,6.9219999,186.35236,332.43268,318.26263,1730.0438,.24097821,128.91553,1.1145242,.9360218,.036816113,.10152322
6258,4,6258,2001,103.613,319.7529,276.15341,54,4.0788951,1.0167462,.99509019,1.1271914,221,7.0419998,184.2975,406.82254,407.28433,1616.9796,.24254647,128.04179,1.0882107,.92146003,.041146275,.10719687
6287,1,6287,1998,61.231998,130.85292,245.78639,47.62661,4.3348913,1.272337,1.002804,1.096964,159,4.6090002,123.96322,276.18033,193.81685,1057.3401,.170665,123.50497,1.1840621,.92041403,.042371999,.1177
6287,2,6287,1999,61.050999,126.73497,231.05742,64.828514,4.1983118,1.1286775,1.0021182,1.1137204,159,4.6880002,101.3895,227.65404,193.88379,946.24481,.1553226,128.63701,1.1608925,.9112258,.042569894,.13001075
6287,3,6287,2000,60.567001,116.29406,246.45007,202.99898,3.9783716,1.0698986,.99403507,1.0944427,159,4.7259998,77.111107,142.89839,190.78207,878.05933,.19077441,132.15201,1.1145242,.9003213,.039047394,.11156399
6287,4,6287,2001,62.091,101.65205,210.78455,70.444672,4.0280037,1.0860451,.99509019,1.0762999,159,4.9970002,117.93433,226.95255,167.81157,1314.4652,.12668721,127.26434,1.0882107,.89005893,.044394664,.11694205
6287,5,6287,2002,61.491001,89.70118,221.9377,32.632938,4.0868945,1.0839946,1.0123698,1.0775805,159,5.6739998,115.33064,254.61601,158.06705,1260.23,.076970026,131.69252,1.0604759,.92150229,.044899184,.13576658
6287,6,6287,2003,64.487999,103.98276,208.48747,45.227226,3.9055951,1.0288316,.99961525,1.065352,159,5.1479998,93.081444,193.94536,172.59026,1153.9016,.10851774,127.33304,1.0632651,.93596548,.026085993,.11060461
6287,7,6287,2004,64.023003,139.47972,217.03157,128.2292,3.8249903,1.0502622,1.0201359,1.0242913,159,3.2,75.198044,185.04128,169.74283,1144.7024,.13193205,145.18654,1.0596117,.98169905,.01246602,.10284466
6287,8,6287,2005,65.137001,91.881172,227.39311,86.241158,3.939013,1.0757637,1.0092953,.98373067,159,3.234,86.948669,184.59229,148.95436,1199.3229,.11350739,133.8201,1.0358827,.98066288,.01124848,.096123368
6287,9,6287,2006,61.897999,70.088852,206.64572,5.7834845,3.8340001,1.058,1.002,.99299997,159,3.158,73.679314,161.92599,131.47449,1290.765,.163,153.91499,1.001,1,.013,.089000002
6292,1,6292,1998,60.27,46.789085,236.7852,38.265018,4.3348913,1.272337,1.002804,1.096964,176,3.8629999,87.055664,176.58185,105.3543,810.16406,.170665,123.50497,1.1840621,.92041403,.042371999,.12947001
6292,2,6292,1999,62.193001,53.194698,177.06773,39.04752,4.1983118,1.1286775,1.0021182,1.1137204,176,4.0760002,66.149658,160.80429,110.86646,710.29333,.1553226,128.63701,1.1608925,.9112258,.042569894,.14266667
6292,3,6292,2000,60.797001,57.813347,266.39957,22.022427,3.9783716,1.0698986,.99403507,1.0944427,176,4.3870001,77.421425,126.68278,101.83107,624.6181,.19077441,132.15201,1.1145242,.9003213,.039047394,.13499242
6292,4,6292,2001,59.528,66.082748,203.90533,32.562374,4.0280037,1.0860451,.99509019,1.0762999,176,4.0310001,72.935326,144.36618,100.98505,594.64893,.12668721,127.26434,1.0882107,.89005893,.044394664,.11152806
6292,5,6292,2002,64.126999,53.787964,225.27031,29.004959,4.0868945,1.0839946,1.0123698,1.0775805,176,3.8269999,83.594765,132.84454,97.10453,750.09863,.076970026,131.69252,1.0604759,.92150229,.044899184,.11331698
6292,6,6292,2003,67.838997,77.856995,193.71503,25.177277,3.9055951,1.0288316,.99961525,1.065352,176,3.747,72.687927,170.2854,118.1927,694.49182,.10851774,127.33304,1.0632651,.93596548,.026085993,.097039901
6292,7,6292,2004,69.776001,52.931747,193.88901,40.177486,3.8249903,1.0502622,1.0201359,1.0242913,176,3.9349999,63.814709,170.6582,106.62413,627.88373,.13193205,145.18654,1.0596117,.98169905,.01246602,.090378642
6292,8,6292,2005,71.380997,65.950562,181.31306,36.809769,3.939013,1.0757637,1.0092953,.98373067,176,3.6159999,85.512337,191.37956,104.47719,552.71564,.11350739,133.8201,1.0358827,.98066288,.01124848,.096123368
6292,9,6292,2006,69.009003,68.982986,181.90918,36.915409,3.8340001,1.058,1.002,.99299997,175,3.793,79.324669,158.90401,99.716446,523.77002,.163,153.91499,1.001,1,.013,.104
6293,1,6293,1998,58.124001,57.920444,219.56689,50.827251,4.3348913,1.272337,1.002804,1.096964,100,2.704,60.421471,118.49105,121.27013,519.85364,.170665,123.50497,1.1840621,.92041403,.042371999,.104753
6293,2,6293,1999,58.254002,42.078491,216.13089,50.813019,4.1983118,1.1286775,1.0021182,1.1137204,115,2.5999999,47.022797,185.63762,132.36697,480.60394,.1553226,128.63701,1.1608925,.9112258,.042569894,.11390322
6293,3,6293,2000,56.264,46.774765,205.70708,46.080532,3.9783716,1.0698986,.99403507,1.0944427,115,2.825,49.036034,164.47336,106.22106,421.9317,.19077441,132.15201,1.1145242,.9003213,.039047394,.11156399
6293,4,6293,2001,56.681999,53.20937,193.04027,59.93964,4.0280037,1.0860451,.99509019,1.0762999,115,2.6170001,60.137314,152.89415,117.13758,381.06738,.12668721,127.26434,1.0882107,.89005893,.044394664,.11910763
6293,5,6293,2002,58.703999,51.665676,192.13937,60.353172,4.0868945,1.0839946,1.0123698,1.0775805,115,2.7379999,38.488911,168.01857,113.9497,357.08325,.076970026,131.69252,1.0604759,.92150229,.044899184,.07483197
6293,6,6293,2003,60.577999,71.833672,205.06993,54.737511,3.9055951,1.0288316,.99961525,1.065352,115,3.0190001,61.44553,177.36789,118.66633,388.20547,.10851774,127.33304,1.0632651,.93596548,.026085993,.062606379
6293,7,6293,2004,58.282001,53.91988,171.9715,59.076065,3.8249903,1.0502622,1.0201359,1.0242913,115,2.776,50.796082,178.29842,116.37784,359.94879,.13193205,145.18654,1.0596117,.98169905,.01246602,.048825242
6293,8,6293,2005,60.792999,53.25,209.66768,64.297295,3.939013,1.0757637,1.0092953,.98373067,135,2.6199999,49.840076,167.96767,106.76331,326.56882,.11350739,133.8201,1.0358827,.98066288,.01124848,.051129453
6293,9,6293,2006,59.751999,60.0397,167.07187,95.474319,3.8340001,1.058,1.002,.99299997,135,2.3929999,62.173824,153.42999,103.73346,309.591,.163,153.91499,1.001,1,.013,.052999999
6297,1,6297,1998,126.336,216.66171,396.69952,190.39056,4.4231658,1.186416,1.002804,1.220549,515,6.3379998,298.7515,520.56708,618.56543,2228.1162,.27306399,122.63752,1.1840621,.96513999,.038841002,.108284
6297,2,6297,1999,129.498,503.02536,374.12283,311.93906,4.1672473,1.0423871,1.0021182,1.2460322,567,5.5339999,214.28049,543.17596,613.30023,2419.9763,.26577419,126.98599,1.1608925,.94804305,.039118282,.11160216
6297,3,6297,2000,127.882,302.9046,417.17398,257.5853,4.1546426,.99403507,.99403507,1.1379526,474,6.1269999,378.63864,480.53638,622.01801,2382.4995,.24097821,128.91553,1.1145242,.9360218,.036816113,.11156399
6297,4,6297,2001,129.104,136.93396,404.08487,228.82324,4.0788951,1.0167462,.99509019,1.1271914,589,6.665,270.80997,470.84256,565.18207,2358.7278,.24254647,128.04179,1.0882107,.92146003,.041146275,.11477645
6297,5,6297,2002,149.231,409.75052,427.94296,262.65369,4.1029301,1.0155767,1.0123698,1.1267557,469,6.9920001,300.70364,618.63562,481.41687,2356.7068,.16569936,126.71511,1.0604759,.93005455,.042761125,.11652407
6297,6,6297,2003,173.16299,286.05652,482.30481,411.33554,3.8732481,.95996457,.99961525,1.1070895,595,8.1999998,402.30322,917.44696,732.513,2241.5671,.20242731,138.66585,1.0632651,.94535643,.023999114,.11686525
6297,7,6297,2004,240.495,396.05151,416.31567,729.46869,3.7221456,.98793203,1.0201359,1.0284467,595,3.652,533.65094,919.87323,567.55621,1569.2417,.25035924,144.19237,1.0596117,.98377675,.011427185,.058174759
6299,1,6299,1998,45.873001,36.02877,239.19484,7.4802318,4.4231658,1.186416,1.002804,1.220549,167,4.2620001,20.435387,106.46342,99.519844,915.92981,.27306399,122.63752,1.1840621,.96513999,.038841002,.074151002
6299,2,6299,1999,51.659,53.491169,228.08955,6.9436755,4.1672473,1.0423871,1.0021182,1.2460322,167,5.1609998,30.649158,122.49514,119.3819,866.52026,.26577419,126.98599,1.1608925,.94804305,.039118282,.079387099
6299,3,6299,2000,51.087002,59.042648,225.31987,6.5735292,4.1546426,.99403507,.99403507,1.1379526,167,4.6669998,47.126125,115.63528,112.24243,798.14069,.24097821,128.91553,1.1145242,.9360218,.036816113,.083672993
